.094976,.063147999,.068690002,.097916,.139,.32905999,.39971,.43656,.47286999,.48302999,.36627001,.020367,.069450997,.31261,1.5047000e-29,2.9733001e-11
.11004,.055810999,.093831003,.080706999,.13356,.27779001,.41655999,.43469,.48773,.54269999,.37081999,.016137,.041023999,.32694,2.2978000e-11,.023711
.087183997,.068999998,.085597001,.10359,.093783997,.29306999,.39680001,.46963,.53535002,.51459998,.38677999,.015614,.084233001,.31134999,5.7012999e-09,1.8737000e-11
.082376003,.075382002,.093856998,.068331003,.13728,.30756,.39872,.44233999,.56296003,.50234002,.38565999,.020554001,.10933,.23593999,1.8406000e-10,.061032999
.076783001,.059652001,.069133997,.095461003,.099849999,.30458999,.36969,.44439,.47789001,.49967,.45392001,.016623,.10598,.36272001,2.6912000e-10,.01912
.056669001,.047205001,.089933999,.10603,.12439,.31467,.45258999,.48289001,.45491999,.50481999,.39342001,.015544,.20096,.24157999,.0051191002,.097171001
.10377,.088986002,.060474999,.1043,.1128,.27974999,.37428001,.48131001,.4364,.44861999,.42660001,.015776999,2.4359000e-17,.25813001,4.8977000e-10,.086122997
.10219,.048528999,.052402999,.1183,.13141,.29115,.39789999,.52934003,.48054001,.55592,.43579999,.016249999,.14116,.24533001,.012922,.017759001
.10353,.075805999,.074688002,.098307997,.11727,.28194001,.39015999,.49559,.52012002,.45364001,.38964999,.018962,.077637002,.32870999,1.3397000e-10,.017472001
.093781002,.071748003,.061441001,.082546003,.15601,.27981001,.37367001,.48006001,.50426,.44968,.37062001,.013579,.058490999,.29293999,4.3146001e-11,1.5900999e-11
.11534,.056304,.069805004,.072531998,.16181999,.26593,.3511,.45337999,.45389,.49709001,.36884001,.01471,.082768001,.27184999,.0031697999,3.9848999e-11
.099394999,.073363997,.075258002,.097616002,.087727003,.30553001,.40154001,.52363002,.48014,.49575999,.45460999,.018201999,.054839,.2572,.031989001,.065760002
.12027,.080393001,.12672,.096529,.14022,.24582,.34208,.41453999,.54795998,.47558999,.39304,.019354001,.086239003,.28597999,3.3489000e-11,.033279002
.084544003,.054053999,.078193001,.093588002,.13435,.31641001,.44497001,.55157,.46654999,.48161,.37577,.019185999,.11735,.27372,5.4537999e-11,1.7012000e-16
.088413998,.066740997,.085795999,.095509,.12743001,.29491001,.4068,.53468001,.43305999,.45063001,.39555001,.021862,.049699999,.25071999,1.8545000e-10,.057145
.11522,.1126,.074143998,.10769,.12105,.28292999,.35396999,.49079001,.43630001,.53337997,.32899001,.01276,.071557999,.35753,1.8101000e-10,.022817001
.096166998,.053939998,.075861998,.10995,.17058,.29701999,.35504001,.49408001,.51029003,.50470001,.32944,.017151,5.8078000e-16,.26341999,1.1124000e-10,6.0935999e-11
.075649001,.081520997,.061110001,.088280998,.13121,.31468999,.41758999,.46799001,.43070999,.48864001,.37683001,.010597,.059014998,.30094001,.033879999,9.3916999e-11
.061756,.061949998,.053236,.088708997,.13426,.33519,.46122,.56357002,.56555003,.44677001,.36188,.021066001,.12766001,.25966001,2.2877000e-10,.080159001
.074661002,.041600998,.091647997,.1005,.11552,.33050999,.42822,.48012999,.45695999,.46924001,.36453,.013833,.18313,.30156001,8.8210002e-11,.01527
.095932998,.066399999,.071539,.10062,.090774,.26969001,.33570001,.47084001,.4774,.47444999,.39445999,.019486001,.1025,.30847999,9.1675998e-12,.039942998
.075630002,.061248001,.072443999,.13600001,.13266,.32898,.37469,.40621001,.46042001,.44582999,.41071001,.014971,.087465003,.17156,.008378,.096428998
.096023001,.064704001,.098807,.10102,.12443,.27899,.40502,.41508001,.47710001,.51085001,.42397001,.015471,.17346001,.31524,5.2045000e-17,4.3783999e-10
.1043,.073496997,.089261003,.10941,.14687,.28018001,.37272,.50002003,.45568001,.50465,.37391001,.015146,.11107,.24542999,1.4204000e-12,.030924
.10108,.086478002,.10939,.10172,.13936,.24431001,.31579,.37323001,.38053,.48095,.37702,.020176999,.059158999,.22274999,1.0998000e-10,.025986001
.13698,.061640002,.088815004,.10591,.14194,.25034001,.33241001,.47623,.45666,.44582999,.41301,.014459,.095919997,.28411999,9.6930998e-11,.012158
.10681,.066137999,.082562998,.085896999,.14281,.25446001,.39570999,.48223001,.51547003,.51738,.41262001,.014504,0,.35811999,0,2.9539000e-09
.086616002,.073651999,.11953,.084858,.12195,.27355999,.35795,.47034001,.47865999,.44837001,.38054001,.012881,.092292003,.30857,3.9708001e-10,.050666999
.072283998,.059756,.079594001,.11561,.15087999,.31240001,.40950999,.46182999,.35993001,.45368001,.36743999,.011503,.12522,.2227,.028367,.075421996
.10911,.069775999,.095756002,.13482,.11513,.28483999,.35128999,.48473001,.40955999,.49963999,.43305001,.017673999,.10178,.20779,9.4101005e-10,.016690001
.074382,.048436001,.070699997,.1072,.16831,.28319001,.46348,.51239002,.49642,.39899001,.36632001,.018917,.14968,.2323,9.4242003e-11,.016744999
.1082,.064044997,.094774,.11428,.12974,.27862999,.34937999,.45098001,.51696002,.56128001,.38235,.014821,.033220001,.23653001,.018878,.047497999
.088864997,.047146,.045490999,.091766998,.1193,.27200001,.39879999,.56533998,.51982999,.47126999,.34878001,.018829999,.16063,.30522999,3.1245000e-09,.037932999
.075099997,.066703998,.10866,.085747004,.1199,.31847,.43298,.49201,.49193999,.52297997,.39002001,.014416,.094356999,.27687001,1.8482999e-12,.024094
.11248,.066455998,.095885001,.096699998,.14844,.26218,.42769,.52740997,.44481,.48546001,.38479999,.01788,.037556,.25716999,.021921,.025953
.083590999,.04693,.045837,.10848,.13539,.29730999,.44016001,.50878,.50990999,.42094001,.33947,.013028,.11391,.25463,.0041701002,.041131001
.10393,.067475997,.059622001,.11278,.13067,.30983001,.33985999,.46610999,.59113002,.49357,.37116,.015806001,.14056,.31266001,.0033386999,.037551999
.095225997,.067799002,.050159,.1178,.10563,.28738999,.35968,.42089,.55549002,.51494002,.37994999,.014566,.10513,.28619,.037565,.057856999
.076535001,.033353001,.062848002,.068944,.11128,.34663001,.46448001,.56443,.50937998,.52124,.41108,.019044001,.24957,.32394999,1.2130000e-10,.040277001
.1258,.069418997,.076649003,.078426003,.12178,.26245999,.38488999,.55669999,.48561001,.51674002,.39410001,.019778,.086060002,.32977,1.6358000e-10,.0087269004
.10349,.047327999,.074247003,.11099,.087603003,.30526999,.43954,.58709002,.40402001,.4858,.42455,.019516001,.14939,.24848001,2.2626000e-10,.075124003
.086211003,.071680002,.070912004,.12359,.12156,.30202001,.43513,.50116003,.53140998,.49335,.37656,.015586,.12263,.25408,2.1219000e-10,.061423998
.088466004,.062143002,.087773003,.082190998,.13367,.30328,.44479999,.41916999,.51173002,.52127999,.35314,.018773001,.074015997,.26497,.0012535,.063877001
.070548996,.066386998,.076272003,.098371997,.090313002,.32578999,.41418001,.4258,.44128001,.53513002,.44529,.018138999,.050484002,.30124,.026660001,.040534001
.093819,.089896001,.049013,.10475,.11438,.2859,.40755001,.44104001,.53895003,.53018999,.38194999,.017374,.086836003,.30219001,3.1427999e-10,.014323
.089116998,.052559,.089013003,.10533,.13111,.32089999,.44580999,.57369,.42749,.49195999,.37700999,.014065,.095601,.27482,1.3850000e-11,.041892
.086985998,.044241,.026966,.093569003,.15038,.27706,.40944999,.55599999,.56168997,.47918001,.38040999,.013036,.058253001,.29628,8.5395002e-10,.013152
.10934,.053165998,.059718002,.11068,.14235,.28176999,.44995999,.46447,.48232001,.41626999,.36515999,.019083999,.069284,.30373001,4.7238002e-10,.018956
.096777,.086110003,.061161999,.095389999,.15832999,.30438,.41611999,.44427001,.48807001,.4874,.37189001,.010856,.058426999,.28106001,4.0894001e-24,2.0698001e-11
.080707997,.064557001,.093856998,.098472998,.11075,.32030001,.38857999,.53538001,.42688,.52825999,.38176,.016790999,.073904,.25793001,1.4147000e-10,.019737
